Gene,logFC,P.Value,adj.P.Val,AveExpr_cluster,AveExpr_rest,percentExpr_cluster,percentExpr_rest
KCNJ15,-0.901215367115938,0.158510172695862,0.318004216759673,9.1949,10.096115,1,1
SHISA5,-1.60857124005217,0.158527593259081,0.318004216759673,24.860544,26.469115,1,1
GTSF1L,0.837001873946294,0.158716096407839,0.318337962097517,9.178464,8.341462,1,1
CRYBB3,0.917191733228524,0.158733552351535,0.318337962097517,10.169173,9.251982,1,1
KLHL10,0.840361835464597,0.158788856175696,0.318409171266661,8.934672,8.09431,1,1
MEX3A,1.28605040413304,0.15888210316267,0.318556438203488,10.92758,9.641529,1,1
TOM1L1,-1.29388277514328,0.159004808838287,0.318762725334042,13.837751,15.131634,1,1
NKPD1,0.96973839260283,0.159077754109855,0.318869216986902,11.898389,10.928651,1,1
B3GALT2,-0.928577790442656,0.159344409677032,0.319363923395063,11.573097,12.501675,1,1
WARS1,-0.825002054459432,0.159382082304179,0.319399627682583,9.12651,9.951512,1,1
CD300LG,1.02716160775263,0.159443878352875,0.319483660075701,11.661762,10.634601,1,1
PCDH19,1.14877881470955,0.159689665995832,0.319936296447055,8.431128,7.282349,1,1
PLD2,1.05099779049212,0.159722967323907,0.319963159352065,14.314678,13.26368,1,1
BCR,0.957673207226422,0.159817489779672,0.320074410543939,13.122528,12.164855,1,1
MAP3K4,0.987545213658052,0.159838040646553,0.320074410543939,12.833561,11.846016,1,1
HOXC4,1.05270032939456,0.159847526636671,0.320074410543939,13.05473,12.00203,1,1
DHX36,-1.25697569972681,0.159858103699295,0.320074410543939,14.929956,16.186932,1,1
PRDM16,0.830309941913143,0.159883941658522,0.320086297938222,9.414587,8.584277,1,1
UBAP2L,-1.44578982440253,0.160056112022041,0.320386430274033,20.132468,21.578257,1,1
CDIPT,-1.27418167981579,0.160073697692249,0.320386430274033,16.978555,18.252737,1,1
MTMR4,-0.895420643394814,0.16012728625675,0.320453810147264,10.098198,10.993618,1,1
GIP,0.87419497588324,0.160183383741721,0.32052185618484,9.898568,9.024374,1,1
UFSP1,0.85224039691351,0.160201144110292,0.32052185618484,11.517031,10.664791,1,1
XPR1,-1.10203382239541,0.160242306559599,0.320564335659775,12.957646,14.05968,1,1
PRPF38B,-1.3346370476665,0.160331258118614,0.320691459928734,17.022279,18.356916,1,1
TMEM203,-0.835136541126438,0.160358340849784,0.320691459928734,11.677578,12.512714,1,1
CAPS2,0.853416858017873,0.160365668503283,0.320691459928734,9.759963,8.906546,1,1
CXADR,-2.20301722809351,0.160403472959745,0.320697077792756,30.280011,32.483028,1,1
RAB3A,0.669853524728255,0.160408355560975,0.320697077792756,7.20131,6.531457,1,1
PHKG2,-1.03674094578921,0.160429973622459,0.320700434469752,13.276621,14.313362,1,1
M6PR,-1.48701605712525,0.160478506488726,0.320724665223596,20.084388,21.571404,1,1
CDH4,0.953991705076001,0.160481976232249,0.320724665223596,9.970727,9.016735,1,1
EAF1,-0.879172758106549,0.160525009096385,0.320750716256719,9.592387,10.47156,1,1
PMF1,1.00577765419369,0.160534895913118,0.320750716256719,14.266692,13.260915,1,1
RIPPLY1,-1.52566648753088,0.160621961387517,0.320884812688713,8.860202,10.385869,1,1
ANAPC7,-0.985782159269288,0.160657505314349,0.320915960690013,12.925463,13.911245,1,1
NRK,-0.89977841563039,0.160747353555008,0.321029143380931,8.03021,8.929989,1,1
BRIX1,1.00839957057311,0.160754086097365,0.321029143380931,14.047401,13.039002,1,1
C6orf163,-0.871514205787262,0.160820033482532,0.321120970643458,7.97752,8.849034,1,1
TMPPE,-0.963953704889033,0.160842597700346,0.321126159559628,12.100398,13.064352,1,1
NUP62,1.00797363900691,0.160885954420367,0.321172854771899,13.172221,12.164248,1,1
SIGLEC1,0.828776943434198,0.160917230955346,0.321195425997243,10.317919,9.489142,1,1
PRSS27,0.787828282145366,0.160957976478528,0.321212164201868,10.314204,9.526376,1,1
ALG9,-0.894469421491305,0.160965558534385,0.321212164201868,10.268492,11.162962,1,1
SLC22A23,1.27954947484004,0.16100850489986,0.321258006799324,17.7585,16.478951,1,1
FNIP2,-1.21947936793255,0.161077146726736,0.321355101457805,17.009781,18.229261,1,1
VAV3,0.880378016618767,0.161144003300682,0.321448610825768,9.145992,8.265614,1,1
TRAF4,1.05437757175894,0.161179268862813,0.32147366241776,13.134926,12.080549,1,1
ITM2A,-1.01455351723221,0.161196536147677,0.32147366241776,11.288846,12.303399,1,1
HDAC7,1.80959461493926,0.161275410747639,0.321591086841685,27.159115,25.349521,1,1
CISH,0.849457261882304,0.161398281586083,0.321791056123733,10.544255,9.694797,1,1
GALNT11,-1.04896706605027,0.161434687622601,0.321791056123733,11.304304,12.353272,1,1
THYN1,-1.0696299369373,0.161435714490326,0.321791056123733,15.160986,16.230616,1,1
HOXB8,0.960853647037498,0.161456242843946,0.321792095402978,11.271408,10.310555,1,1
OR5D13,0.861935196973887,0.161556019350086,0.321951061234888,10.060725,9.19879,1,1
MNAT1,-0.893034804951062,0.161752009986356,0.322301700770634,8.782359,9.675394,1,1
TBX5,0.85283011535631,0.161779273214868,0.322316094436757,8.980116,8.127286,1,1
NCDN,0.890411595288461,0.161843563411032,0.322403036891954,11.971894,11.081482,1,1
ABI3,0.786385671443922,0.161863001921321,0.322403036891954,9.770985,8.984599,1,1
RIC1,-1.15656952716916,0.161993144260061,0.322593896979478,14.99616,16.15273,1,1
PPIG,1.13756801465373,0.16199893719866,0.322593896979478,16.612152,15.474583,1,1
CEP135,1.02911612137743,0.162041019771219,0.322637752166414,12.078218,11.049102,1,1
KIF3B,-1.02809218961268,0.162152226882146,0.322804304818937,12.643485,13.671577,1,1
ANKRD1,0.845601111650468,0.16217643433588,0.322804304818937,8.191894,7.346293,1,1
POGLUT1,-1.0610079847674,0.162184878590017,0.322804304818937,11.59568,12.656688,1,1
SEMA3F,1.2584150206475,0.162221909501324,0.322838058948193,14.857155,13.59874,1,1
REST,-1.01259428396026,0.162244342243703,0.32284275648246,14.783444,15.796039,1,1
CEP72,0.790330379341246,0.162269608863793,0.322853091163441,10.078211,9.28788,1,1
SNX2,-1.15159476895697,0.162348329898077,0.322969763522655,15.241609,16.393203,1,1
CLDN3,0.835886596773264,0.162540617961574,0.323282217707514,8.980821,8.144934,1,1
CASTOR1,0.889718301325475,0.162545591556868,0.323282217707514,11.396048,10.50633,1,1
SYCP3,0.853382913710236,0.162647296765874,0.323444500640742,10.475362,9.621979,1,1
SAYSD1,0.839089222800681,0.162835494966582,0.323747565144469,10.929656,10.090567,1,1
FRAT2,1.06376431303967,0.16285662780954,0.323747565144469,13.091517,12.027753,1,1
RABEP1,0.939810490152361,0.162860081421531,0.323747565144469,12.605208,11.665398,1,1
SLC35A3,-1.03808897643379,0.162903313657959,0.323793487008727,13.713054,14.751143,1,1
HMGCLL1,1.12979844771594,0.162939377522339,0.323814548953672,13.273711,12.143912,1,1
TSR3,-1.14487812581001,0.162954175530404,0.323814548953672,15.325821,16.470699,1,1
TCEA3,-0.79858853772261,0.163003265868831,0.323872085019676,11.04541,11.843998,1,1
CCDC6,-1.33977011736338,0.163162781232511,0.324053271956016,16.118705,17.458475,1,1
FAM168B,-0.990779927669669,0.163168679897208,0.324053271956016,13.600456,14.591236,1,1
SNTA1,-1.03991540651473,0.163168704287213,0.324053271956016,12.157804,13.197719,1,1
KITLG,1.00811494686903,0.163175046603567,0.324053271956016,11.211258,10.203143,1,1
ZNF358,1.39356863266462,0.163245750802712,0.324110190483748,19.392616,17.999047,1,1
TRIM64C,0.821745230134946,0.163263613609788,0.324110190483748,9.192039,8.370294,1,1
ALKBH2,0.939076911921452,0.163282546762426,0.324110190483748,11.151971,10.212894,1,1
MARCHF4,0.755095173098137,0.163284311955348,0.324110190483748,8.772155,8.01706,1,1
TMEM126B,-1.36346670301446,0.163376041232519,0.32425225162683,18.306905,19.670371,1,1
ANAPC15,-1.09012774613512,0.163481253098266,0.324421033292104,12.461962,13.55209,1,1
PAX8,-1.66383186047211,0.163531250931798,0.32448021712152,13.295229,14.959061,1,1
IL10,0.854879945645598,0.163664188617827,0.324687702409297,9.488709,8.633829,1,1
TAS2R10,0.953507153416782,0.163679588090164,0.324687702409297,11.288926,10.335419,1,1
KIAA1210,-0.844372525531664,0.163699583352334,0.324687702409297,8.191768,9.036141,1,1
SLC29A2,0.659687466586135,0.163723253172099,0.324687702409297,8.33981,7.680123,1,1
CALCR,0.7791339985564,0.163736754180664,0.324687702409297,10.432297,9.653163,1,1
SLC15A1,1.25988328241854,0.163786490506327,0.324746291087742,11.256419,9.996536,1,1
ING1,-1.37293314761758,0.163894714951143,0.324920817857042,15.610942,16.983875,1,1
C10orf67,-0.785396632651057,0.163939752843516,0.324970049881083,8.053055,8.838452,1,1
PRPF4,0.882089985289962,0.16397720990319,0.325004244495737,10.234568,9.352478,1,1
DEFB136,0.803326660721503,0.164154013627903,0.325314582946179,9.532401,8.729074,1,1
RBPMS,-4.34155166441573,0.164244439344961,0.325420187974573,71.616588,75.95814,1,1
TBC1D23,-1.11442201804977,0.164254343870543,0.325420187974573,14.268242,15.382664,1,1
HAND2,0.879325126586705,0.164267999637252,0.325420187974573,9.383873,8.504548,1,1
CCDC59,-1.33616287943949,0.164392236102277,0.325626197717859,19.009741,20.345904,1,1
SLC9A9,-0.934329323567354,0.164473256535765,0.325708911650123,11.134575,12.068905,1,1
SLCO3A1,1.54554618884303,0.164474495176716,0.325708911650123,19.539461,17.993915,1,1
COPZ2,0.791217952794669,0.164518920840903,0.325756779860283,11.385745,10.594527,1,1
KIAA1958,0.814968631123053,0.164570388479769,0.325818578078361,8.577391,7.762423,1,1
NDUFS7,-1.12616269920468,0.164596561265186,0.325829971075335,12.53059,13.656753,1,1
RAB35,-1.12525944912761,0.164616659099613,0.325829971075335,17.082573,18.207833,1,1
STARD13,1.33693167846784,0.164693824944149,0.325919176261439,17.990363,16.653432,1,1
AATF,0.844529762864113,0.164702254703617,0.325919176261439,10.248788,9.404258,1,1
GUSB,1.4150122740396,0.164807028846742,0.3260863884821,21.616395,20.201383,1,1
CCDC84,-1.05719839159029,0.164876403233653,0.326183526397303,12.007426,13.064624,1,1
MAB21L4,0.79898889954128,0.165075630874069,0.32653750424038,9.713633,8.914644,1,1
ADAM30,0.766767860319018,0.165163329309123,0.326670805288727,9.002875,8.236107,1,1
FADS6,2.04303215990249,0.165206907286094,0.326716819966746,11.115925,9.072893,1,1
HOXC6,1.40890894092694,0.165236643524788,0.32673545296935,15.993667,14.584758,1,1
CXCL10,0.853280680412681,0.165276313476144,0.326773721690265,9.550751,8.697471,1,1
CASP5,0.928527701210667,0.165304345318949,0.326788973710666,10.322052,9.393524,1,1
RAB40AL,-0.852446945607234,0.165345973967559,0.326809098253578,8.82449,9.676937,1,1
KRTAP4-2,0.88421388467153,0.16535516299351,0.326809098253578,10.538686,9.654472,1,1
DZIP3,0.940690498589436,0.165404883811221,0.326862014802467,9.722303,8.781612,1,1
LGSN,0.892778429290086,0.165432796032912,0.326862014802467,10.851894,9.959115,1,1
FAM177B,0.808359666261149,0.165466233648399,0.326862014802467,9.021535,8.213176,1,1
TEKT3,0.87285547760486,0.165478518228001,0.326862014802467,9.023806,8.15095,1,1
LAMA1,0.81899191163921,0.165517803711071,0.326862014802467,8.399197,7.580205,1,1
RPRML,0.707241350803713,0.165523965848074,0.326862014802467,9.86811,9.160869,1,1
CAB39L,0.926930404285676,0.165524192400279,0.326862014802467,13.157537,12.230606,1,1
TXNL4B,0.888026261183434,0.165629634122096,0.326995511831683,12.077893,11.189867,1,1
NEDD8,-1.67509472180928,0.165632456782686,0.326995511831683,25.227718,26.902813,1,1
RAD51,0.970738860134782,0.165653876158113,0.326997661282165,11.597608,10.626869,1,1
RALY,-1.25552750837924,0.165726892765021,0.327101649678806,17.707941,18.963469,1,1
FAR2,0.81497061226791,0.165764617806984,0.32713596476166,9.156842,8.341871,1,1
DEAF1,0.965459649998042,0.165813860337632,0.327189616343031,12.979945,12.014485,1,1
POC5,0.821675745611753,0.165832488959735,0.327189616343031,10.780776,9.959101,1,1
CDC14B,-1.00620882421689,0.165855483552589,0.327194848210454,12.684983,13.691192,1,1
FAM71E1,0.812608440028985,0.165946291774831,0.327333843132989,10.011987,9.199379,1,1
MINDY4,0.867779886137701,0.165987064729209,0.327374120061875,10.227866,9.360086,1,1
MGST3,-2.12883385022483,0.166072357470336,0.327502182142335,30.774611,32.903444,1,1
TLE2,-1.38234245364285,0.166305379124398,0.327901608420778,19.453883,20.836225,1,1
PODXL2,0.894043908232732,0.166315675298228,0.327901608420778,9.74876,8.854716,1,1
LSMEM2,0.875642517621896,0.166379852015247,0.327987932321758,9.911082,9.03544,1,1
RSPH14,0.783430194807431,0.166477704092037,0.328106715022221,8.419913,7.636483,1,1
ANKRD45,0.810711130650354,0.166515778108572,0.328106715022221,10.006229,9.195518,1,1
AZI2,-1.16968191994561,0.166518218862148,0.328106715022221,16.364305,17.533987,1,1
VPS9D1,0.880054212665831,0.166521705715393,0.328106715022221,9.591632,8.711577,1,1
TM7SF2,0.938147996110141,0.166552769752249,0.328127725219888,11.701746,10.763598,1,1
ITPKC,-1.37188961753597,0.166582546351548,0.328146194184728,18.835147,20.207037,1,1
ATXN7,-1.2583865385723,0.166643135074611,0.328225347114871,19.229008,20.487395,1,1
SPIN4,-0.897753531540628,0.166678898421355,0.32825558983826,10.347862,11.245616,1,1
DYSF,1.96336854347074,0.166789643927693,0.328433476118147,29.438631,27.475263,1,1
MAP1S,1.08848012659113,0.166904204251486,0.328595737031103,13.113404,12.024924,1,1
KLF10,-1.38895319791412,0.166912905467801,0.328595737031103,18.765837,20.154791,1,1
PPCDC,0.854697553841406,0.166937143756238,0.328603233407824,10.458335,9.603638,1,1
CYP4F8,0.857365471997648,0.166967943964419,0.328607856443943,10.342238,9.484872,1,1
MFSD10,-1.00624723842134,0.166980353812257,0.328607856443943,11.529504,12.535751,1,1
TENM3,1.06941402958327,0.16709283018026,0.328788974873906,11.637652,10.568238,1,1
CLEC14A,1.96823656223553,0.167116989521883,0.328796288620179,22.434184,20.465948,1,1
HCN1,0.826826784560858,0.167326700739949,0.329168622150359,9.640786,8.813959,1,1
INTS13,-0.796527976339513,0.167457602953348,0.329385848832292,9.695879,10.492407,1,1
ZNF839,0.892951990102791,0.16753327797059,0.329479359185395,10.354329,9.461377,1,1
GIMAP6,-1.05209911738296,0.16754611283122,0.329479359185395,11.623033,12.675132,1,1
WDR59,0.981714627615471,0.167616349749519,0.329577184519714,12.60211,11.620395,1,1
VARS2,0.96572884682883,0.167724402877046,0.329734777731817,12.679792,11.714063,1,1
PTPN18,0.951151276993714,0.16773750008715,0.329734777731817,13.396953,12.445801,1,1
MARK4,-1.25954181463344,0.167949423814737,0.330111026840551,16.077952,17.337494,1,1
USP35,-0.885983586053314,0.168027806623941,0.330178791364421,11.155939,12.041922,1,1
FAM236C,1.40237766551593,0.168044192589833,0.330178791364421,9.753723,8.351345,1,1
SLC7A7,-0.859427894692747,0.168045485333819,0.330178791364421,11.638372,12.4978,1,1
ZNF304,1.47965006910877,0.168264866191544,0.33056945252532,13.518169,12.038519,1,1
RCN1,1.77463181469519,0.168327813009527,0.330633612543273,31.201749,29.427117,1,1
ZNF184,0.829798069824212,0.168352253756125,0.330633612543273,10.98368,10.153882,1,1
CTC1,0.886284369281872,0.168359194648682,0.330633612543273,12.225642,11.339357,1,1
GBP5,0.93373437032297,0.168412025918072,0.330696987530982,10.233276,9.299542,1,1
AOPEP,-0.931322712488853,0.168492743433176,0.330815098312891,11.910075,12.841397,1,1
ARMCX2,-1.02505860640029,0.168679014438274,0.331140396463469,11.071743,12.096802,1,1
CAMK2A,0.819969502835391,0.168719916043806,0.331180269666655,10.392097,9.572127,1,1
AGR2,0.897765392219864,0.168790462995568,0.331278316878672,7.586315,6.68855,1,1
TMIGD1,0.933157727229823,0.169032755564948,0.331713377319012,10.146384,9.213227,1,1
CTHRC1,0.80285721954931,0.169138501136566,0.331880401644569,9.938078,9.135221,1,1
UBE3C,-0.889909208336952,0.169390993202585,0.332335293324027,10.825899,11.715808,1,1
PRAMEF12,0.686728282064243,0.169440286294118,0.332357077467325,7.950971,7.264243,1,1
LY6L,0.707793486260232,0.169447035362564,0.332357077467325,7.455311,6.747518,1,1
SIRT2,1.03937712608478,0.169464088057046,0.332357077467325,17.39304,16.353663,1,1
WDR93,0.866955772622836,0.169508459883363,0.332403568491101,10.674271,9.807316,1,1
GPR22,0.734283859724606,0.169615717845108,0.332490081108616,9.029746,8.295462,1,1
DNAL4,1.17011245311081,0.169635928480236,0.332490081108616,13.917254,12.747142,1,1
SLC35C2,1.19667827171336,0.169651918687634,0.332490081108616,15.34248,14.145802,1,1
LRRFIP1,-1.61009731437222,0.169655536877484,0.332490081108616,29.786558,31.396656,1,1
BCL9,0.832314086209813,0.169655937307785,0.332490081108616,10.790294,9.95798,1,1
UBE2A,-1.08853626965101,0.16967790165095,0.332492613322841,14.981405,16.069941,1,1
IKBKG,0.814253721875373,0.169938617110952,0.332938967525848,11.51147,10.697217,1,1
MTMR1,-0.785776751876567,0.169947085512759,0.332938967525848,8.800361,9.586138,1,1
TMEM184C,-0.771847679243459,0.170127183794503,0.333251202551552,9.056937,9.828785,1,1
ITGA11,-1.27132442253837,0.170278131011311,0.333506266340225,14.990546,16.26187,1,1
CMA1,-1.14441214736234,0.170490376174197,0.33388131138266,12.185618,13.33003,1,1
RNF168,-1.08166406508992,0.170551388842553,0.333904312508424,13.36109,14.442754,1,1
OTUD1,-0.958132989951885,0.170558438621566,0.333904312508424,11.510171,12.468304,1,1
NOSTRIN,-2.37516687459932,0.170570097134571,0.333904312508424,27.330113,29.70528,1,1
TTC12,-1.08160759493558,0.170625398186117,0.333904312508424,10.865382,11.94699,1,1
TAAR9,-0.872188108264973,0.170636770162002,0.333904312508424,9.854792,10.72698,1,1
MARCHF6,-1.85609690262298,0.170638138525635,0.333904312508424,26.749174,28.605271,1,1
ZNF32,-0.984587005722574,0.170647441483415,0.333904312508424,11.268291,12.252878,1,1
NOTCH3,-2.54428677400642,0.170770998354742,0.334105429696834,26.917781,29.462068,1,1
ODF2,0.887539828107469,0.170797923681215,0.334114922208213,11.58568,10.69814,1,1
HCN4,1.02092211174242,0.170817396500754,0.334114922208213,10.666838,9.645916,1,1
GAB4,0.850230712997273,0.17084461013343,0.334127518164652,9.36841,8.518179,1,1
ARL9,0.959438187670912,0.170866353261013,0.334129413477219,9.916471,8.957033,1,1
TSC2,1.19667712933401,0.170986293649068,0.334288770878621,20.810797,19.61412,1,1
PRPSAP1,-0.940396950616471,0.170989412958121,0.334288770878621,12.860303,13.8007,1,1
S1PR3,2.2916585498988,0.171049610099801,0.334365815367672,23.36315,21.071491,1,1
WRAP73,0.912143573272454,0.171192067803908,0.334603623594369,11.761564,10.84942,1,1
SIX6,0.912117967271872,0.171247826178221,0.334671936360936,10.362305,9.450187,1,1
ENPP2,-1.20447631130831,0.171287712361694,0.33468293543013,9.16365,10.368126,1,1
GLE1,0.991329515199642,0.171295071155237,0.33468293543013,12.258579,11.267249,1,1
PCGF3,-1.09625253765098,0.171410755190539,0.334868284523822,14.796358,15.89261,1,1
PYGO2,-1.31202748662982,0.171461854217762,0.334927430560904,16.595242,17.907269,1,1
VPS37B,1.80047834181854,0.171663693795367,0.335255838124636,14.579029,12.77855,1,1
TRMT61B,0.799337383902603,0.171673470886146,0.335255838124636,11.511816,10.712479,1,1
CD274,1.23263212217053,0.171692510484496,0.335255838124636,15.878771,14.646139,1,1
PPA2,-1.0721543017576,0.171805853257207,0.335435128080653,14.885063,15.957217,1,1
PLEKHO1,-1.33209338874528,0.171845763573524,0.335435128080653,16.101373,17.433466,1,1
FAM92B,0.86667906438117,0.171846894764025,0.335435128080653,10.500554,9.633875,1,1
PHIP,-1.36927908529968,0.171921081916351,0.335539216301733,21.289496,22.658775,1,1
ITFG2,1.24558875072226,0.171981033078308,0.335615498183876,17.18183,15.936241,1,1
HTRA4,0.826733147706646,0.172094847820343,0.33579686186369,9.418022,8.591289,1,1
TELO2,0.884829773531324,0.17222013050182,0.335966886520444,11.858687,10.973858,1,1
