,interaction,partner_A_genes,partner_B_genes,celltype_A,celltype_B,is_partner_A_DE,logFC_gene_A,adj_pval_gene_A,percent_expr_gene_A,is_partner_B_DE,logFC_gene_B,adj_pval_gene_B,percent_expr_gene_B
536,CD74_APP,CD74,APP,Distal_tubules_and_collecting_duct,Distal_tubules_and_collecting_duct,True,-52.10705083307611,0.014348996468868,1,False,NA,NA,0.8896396396396397
672,FcRn complex_ALB,"['B2M', 'FCGRT']",ALB,Endothelium,Private,False,NA,NA,"[0.99120082815735, 0.4818840579710145]",True,-3.15170077783893,0.00163958384977319,1
1144,DLL1_NOTCH2,DLL1,NOTCH2,Endothelium,Mesangial_cells,False,NA,NA,0.10973084886128363,True,-5.185172494183711,0.0035674841016713897,1
381,CD74_APP,CD74,APP,MNP,Endothelium,True,-52.10705083307611,0.014348996468868,1,False,NA,NA,0.855072463768116
608,FcRn complex_ALB,"['B2M', 'FCGRT']",ALB,B cell,NK cell,False,NA,NA,"[1.0, 0.472972972972973]",True,-3.15170077783893,0.00163958384977319,1
107,FGF1_FGFR1,FGF1,FGFR1,Podocytes,Mesangial_cells,True,-90.87942550983959,1.34843239288181e-09,1,False,NA,NA,0.23728813559322035
344,CD74_APP,CD74,APP,Distal_tubules_and_collecting_duct,Nephron_epithelium,True,-52.10705083307611,0.014348996468868,1,False,NA,NA,0.22023086269744835
58,THBS1_a3b1 complex,THBS1,"['ITGA3', 'ITGB1']",MNP,Podocytes,False,NA,NA,0.2923076923076923,True,"[-38.026134707711, -39.6176785934195]","[7.36142244746803e-08, 1.42091864873846e-09]","[1, 1]"
1253,PLXNB1_SEMA4D,PLXNB1,SEMA4D,Proximal_tubular_cells,B cell,False,NA,NA,0.10144927536231883,True,-2.2159663770794,0.00815986438104258,1
632,FcRn complex_ALB,"['B2M', 'FCGRT']",ALB,DC,Distal_tubules_and_collecting_duct,False,NA,NA,"[1.0, 0.7826086956521741]",True,-3.15170077783893,0.00163958384977319,1
1407,HLA-E_KLRC2,HLA-E,KLRC2,B cell,CD8 T cell,True,-56.6277070258774,0.000458079848881171,1,False,NA,NA,0.10967741935483873
958,CD46_JAG1,CD46,JAG1,Nephron_epithelium,Mesangial_cells,True,-12.6904585184301,6.27833014443044e-08,1,False,NA,NA,0.4915254237288136
