,interaction,partner_A_genes,partner_B_genes,celltype_A,celltype_B,is_partner_A_DE,logFC_gene_A,adj_pval_gene_A,percent_expr_gene_A,is_partner_B_DE,logFC_gene_B,adj_pval_gene_B,percent_expr_gene_B
1558,CD47_SIRPG,CD47,SIRPG,NK cell,CD8 T cell,True,-5.21611639328334,0.00179869684824925,1,False,NA,NA,0.3096774193548387
996,SIRPA_CD47,SIRPA,CD47,Podocytes,Loop_of_Henle,True,-5.34035938616956,0.0190914441331754,1,True,-5.21611639328334,0.00179869684824925,1
1335,VEGFA_FLT1,VEGFA,FLT1,MNP,Endothelium,True,-161.272711131136,1.85543111015361e-13,1,False,NA,NA,0.7355072463768116
636,FcRn complex_ALB,"['B2M', 'FCGRT']",ALB,DC,Mast cell,False,NA,NA,"[1.0, 0.7826086956521741]",True,-3.15170077783893,0.00163958384977319,1
254,CD94:NKG2A_HLA-E,"['KLRC1', 'KLRD1']",HLA-E,Private,Private,False,NA,NA,"[0.15544554455445544, 0.5603960396039604]",True,-56.6277070258774,0.000458079848881171,1
1275,TNFSF10_TNFRSF10D,TNFSF10,TNFRSF10D,NK cell,Endothelium,True,-4.8368024444167315,0.00154622415495639,1,False,NA,NA,0.10144927536231883
33,COL4A3_a1b1 complex,COL4A3,"['ITGA1', 'ITGB1']",Podocytes,Proximal_tubular_cells,True,-11.1362155380015,0.0132613800893692,1,False,NA,NA,"[0.11180124223602483, 0.2712215320910973]"
858,FcRn complex_ALB,"['B2M', 'FCGRT']",ALB,DC,DC,False,NA,NA,"[1.0, 0.7826086956521741]",True,-3.15170077783893,0.00163958384977319,1
294,CD74_APP,CD74,APP,B cell,DC,True,-52.10705083307611,0.014348996468868,1,False,NA,NA,0.9565217391304348
559,NRP1_VEGFA,NRP1,VEGFA,Distal_tubules_and_collecting_duct,Mast cell,True,-6.5367172113572805,0.00477973732505578,1,True,-161.272711131136,1.85543111015361e-13,1
1164,JAG1_NOTCH2,JAG1,NOTCH2,Mesangial_cells,Mesangial_cells,False,NA,NA,0.4915254237288136,True,-5.185172494183711,0.0035674841016713897,1
737,FcRn complex_ALB,"['B2M', 'FCGRT']",ALB,NK cell,DC,False,NA,NA,"[1.0, 0.1290743155149935]",True,-3.15170077783893,0.00163958384977319,1
1475,HLA-E_KLRK1,HLA-E,KLRK1,Neutrophil,NK cell,True,-56.6277070258774,0.000458079848881171,1,False,NA,NA,0.10039113428943937
94,FN1_aVb1 complex,FN1,"['ITGAV', 'ITGB1']",Mesangial_cells,Podocytes,False,NA,NA,0.3305084745762712,True,"[-33.6239706675212, -39.6176785934195]","[2.24673420633275e-09, 1.42091864873846e-09]","[1, 1]"
556,NRP1_VEGFA,NRP1,VEGFA,DC,Podocytes,True,-6.5367172113572805,0.00477973732505578,1,True,-161.272711131136,1.85543111015361e-13,1
560,NRP1_VEGFA,NRP1,VEGFA,Distal_tubules_and_collecting_duct,Podocytes,True,-6.5367172113572805,0.00477973732505578,1,True,-161.272711131136,1.85543111015361e-13,1
472,CD74_APP,CD74,APP,Neutrophil,Nephron_epithelium,True,-52.10705083307611,0.014348996468868,1,False,NA,NA,0.22023086269744835
1254,PLXNB1_SEMA4D,PLXNB1,SEMA4D,Proximal_tubular_cells,CD8 T cell,False,NA,NA,0.10144927536231883,True,-2.2159663770794,0.00815986438104258,1
584,NRP1_PGF,NRP1,PGF,Distal_tubules_and_collecting_duct,Mesangial_cells,True,-6.5367172113572805,0.00477973732505578,1,False,NA,NA,0.3644067796610169
85,FN1_a8b1 complex,FN1,"['ITGB1', 'ITGA8']",Mesangial_cells,Mesangial_cells,False,NA,NA,0.3305084745762712,True,"[-39.6176785934195, -7.870678057918298]","[1.42091864873846e-09, 3.897360999722429e-05]","[1, 1]"
1570,CD47_SIRPG,CD47,SIRPG,Proximal_tubular_cells,Private,True,-5.21611639328334,0.00179869684824925,1,False,NA,NA,0.11188118811881187
1337,VEGFA_FLT1,VEGFA,FLT1,Podocytes,Endothelium,True,-161.272711131136,1.85543111015361e-13,1,False,NA,NA,0.7355072463768116
1089,TNFRSF10B_TNFSF10,TNFRSF10B,TNFSF10,Distal_tubules_and_collecting_duct,DC,False,NA,NA,0.16441441441441446,True,-4.8368024444167315,0.00154622415495639,1
239,CD94:NKG2A_HLA-E,"['KLRC1', 'KLRD1']",HLA-E,Private,Endothelium,False,NA,NA,"[0.15544554455445544, 0.5603960396039604]",True,-56.6277070258774,0.000458079848881171,1
1391,HLA-E_KLRC1,HLA-E,KLRC1,Podocytes,Private,True,-56.6277070258774,0.000458079848881171,1,False,NA,NA,0.15544554455445544
1589,CD47_SIRB1 complex,CD47,"['SIRPB1', 'TYROBP']",Proximal_tubular_cells,MNP,True,-5.21611639328334,0.00179869684824925,1,False,NA,NA,"[0.1934065934065934, 0.9813186813186812]"
791,FcRn complex_ALB,"['B2M', 'FCGRT']",ALB,Neutrophil,Nephron_epithelium,False,NA,NA,"[0.8840579710144928, 0.15217391304347827]",True,-3.15170077783893,0.00163958384977319,1
403,CD74_APP,CD74,APP,Mast cell,Proximal_tubular_cells,True,-52.10705083307611,0.014348996468868,1,False,NA,NA,0.43685300207039335
985,SIRPA_CD47,SIRPA,CD47,MNP,NK cell,True,-5.34035938616956,0.0190914441331754,1,True,-5.21611639328334,0.00179869684824925,1
1543,CD47_SIRPG,CD47,SIRPG,Endothelium,CD8 T cell,True,-5.21611639328334,0.00179869684824925,1,False,NA,NA,0.3096774193548387
450,CD74_APP,CD74,APP,Nephron_epithelium,DC,True,-52.10705083307611,0.014348996468868,1,False,NA,NA,0.9565217391304348
768,FcRn complex_ALB,"['B2M', 'FCGRT']",ALB,Nephron_epithelium,Distal_tubules_and_collecting_duct,False,NA,NA,"[0.726913730255164, 0.17496962332928312]",True,-3.15170077783893,0.00163958384977319,1
938,CD46_JAG1,CD46,JAG1,Endothelium,Mesangial_cells,True,-12.6904585184301,6.27833014443044e-08,1,False,NA,NA,0.4915254237288136
686,FcRn complex_ALB,"['B2M', 'FCGRT']",ALB,Loop_of_Henle,Podocytes,False,NA,NA,"[0.7917222963951935, 0.2650200267022697]",True,-3.15170077783893,0.00163958384977319,1
198,CD94:NKG2A_HLA-E,"['KLRC1', 'KLRD1']",HLA-E,CD8 T cell,Neutrophil,False,NA,NA,"[0.15483870967741936, 0.3290322580645161]",True,-56.6277070258774,0.000458079848881171,1
1455,HLA-E_KLRK1,HLA-E,KLRK1,Loop_of_Henle,CD8 T cell,True,-56.6277070258774,0.000458079848881171,1,False,NA,NA,0.14838709677419354
1242,PLXNB2_SEMA4D,PLXNB2,SEMA4D,Proximal_tubular_cells,Private,True,-4.08481368770848,0.0272985694750045,1,True,-2.2159663770794,0.00815986438104258,1
723,FcRn complex_ALB,"['B2M', 'FCGRT']",ALB,Mesangial_cells,Distal_tubules_and_collecting_duct,False,NA,NA,"[0.9576271186440678, 0.3389830508474576]",True,-3.15170077783893,0.00163958384977319,1
1304,PODXL_SELL,PODXL,SELL,Mesangial_cells,NK cell,True,-92.3545642566545,0.0115656016195748,1,False,NA,NA,0.16688396349413298
1147,JAG1_NOTCH2,JAG1,NOTCH2,Distal_tubules_and_collecting_duct,DC,False,NA,NA,0.2882882882882883,True,-5.185172494183711,0.0035674841016713897,1
44,FN1_a3b1 complex,FN1,"['ITGA3', 'ITGB1']",Endothelium,Mesangial_cells,False,NA,NA,0.3359213250517598,True,"[-38.026134707711, -39.6176785934195]","[7.36142244746803e-08, 1.42091864873846e-09]","[1, 1]"
325,CD74_APP,CD74,APP,DC,Loop_of_Henle,True,-52.10705083307611,0.014348996468868,1,False,NA,NA,0.37650200267022704
1403,HLA-E_KLRC1,HLA-E,KLRC1,CD8 T cell,CD8 T cell,True,-56.6277070258774,0.000458079848881171,1,False,NA,NA,0.15483870967741936
1188,JAG1_NOTCH4,JAG1,NOTCH4,Endothelium,Endothelium,False,NA,NA,0.11801242236024845,True,-4.9064196914993605,0.0012356679553589,1
430,CD74_APP,CD74,APP,NK cell,Podocytes,True,-52.10705083307611,0.014348996468868,1,False,NA,NA,0.5366795366795367
314,CD74_APP,CD74,APP,CD8 T cell,Mesangial_cells,True,-52.10705083307611,0.014348996468868,1,False,NA,NA,0.6186440677966102
426,CD74_APP,CD74,APP,NK cell,Mast cell,True,-52.10705083307611,0.014348996468868,1,False,NA,NA,0.2307692307692308
964,CD46_JAG1,CD46,JAG1,Private,Mesangial_cells,True,-12.6904585184301,6.27833014443044e-08,1,False,NA,NA,0.4915254237288136
1124,TNFRSF10B_TNFSF10,TNFRSF10B,TNFSF10,Proximal_tubular_cells,Mast cell,False,NA,NA,0.10559006211180123,True,-4.8368024444167315,0.00154622415495639,1
159,TGFB1_TGFBR3,TGFB1,TGFBR3,NK cell,Proximal_tubular_cells,False,NA,NA,0.3989569752281617,True,-18.1543589009868,0.0108459579092956,1
307,CD74_APP,CD74,APP,CD8 T cell,B cell,True,-52.10705083307611,0.014348996468868,1,False,NA,NA,0.32432432432432434
679,FcRn complex_ALB,"['B2M', 'FCGRT']",ALB,Loop_of_Henle,Endothelium,False,NA,NA,"[0.7917222963951935, 0.2650200267022697]",True,-3.15170077783893,0.00163958384977319,1
977,SIRPA_CD47,SIRPA,CD47,MNP,B cell,True,-5.34035938616956,0.0190914441331754,1,True,-5.21611639328334,0.00179869684824925,1
703,FcRn complex_ALB,"['B2M', 'FCGRT']",ALB,MNP,Proximal_tubular_cells,False,NA,NA,"[1.0, 0.8307692307692308]",True,-3.15170077783893,0.00163958384977319,1
692,FcRn complex_ALB,"['B2M', 'FCGRT']",ALB,MNP,DC,False,NA,NA,"[1.0, 0.8307692307692308]",True,-3.15170077783893,0.00163958384977319,1
1248,PLXNB1_SEMA4D,PLXNB1,SEMA4D,Distal_tubules_and_collecting_duct,MNP,False,NA,NA,0.2364864864864865,True,-2.2159663770794,0.00815986438104258,1
319,CD74_APP,CD74,APP,CD8 T cell,Proximal_tubular_cells,True,-52.10705083307611,0.014348996468868,1,False,NA,NA,0.43685300207039335
1521,LILRA4_BST2,LILRA4,BST2,MNP,Mast cell,False,NA,NA,0.14175824175824175,True,-13.340345767669401,0.00012667437940071398,1
96,FN1_aVb1 complex,FN1,"['ITGAV', 'ITGB1']",Distal_tubules_and_collecting_duct,Distal_tubules_and_collecting_duct,False,NA,NA,0.12612612612612611,True,"[-33.6239706675212, -39.6176785934195]","[2.24673420633275e-09, 1.42091864873846e-09]","[1, 1]"
690,FcRn complex_ALB,"['B2M', 'FCGRT']",ALB,MNP,B cell,False,NA,NA,"[1.0, 0.8307692307692308]",True,-3.15170077783893,0.00163958384977319,1
1355,HLA-E_KLRC1,HLA-E,KLRC1,Endothelium,NK cell,True,-56.6277070258774,0.000458079848881171,1,False,NA,NA,0.3441981747066493
788,FcRn complex_ALB,"['B2M', 'FCGRT']",ALB,Neutrophil,Mesangial_cells,False,NA,NA,"[0.8840579710144928, 0.15217391304347827]",True,-3.15170077783893,0.00163958384977319,1
456,CD74_APP,CD74,APP,Nephron_epithelium,Mesangial_cells,True,-52.10705083307611,0.014348996468868,1,False,NA,NA,0.6186440677966102
603,FcRn complex_ALB,"['B2M', 'FCGRT']",ALB,B cell,Endothelium,False,NA,NA,"[1.0, 0.472972972972973]",True,-3.15170077783893,0.00163958384977319,1
980,SIRPA_CD47,SIRPA,CD47,MNP,Distal_tubules_and_collecting_duct,True,-5.34035938616956,0.0190914441331754,1,True,-5.21611639328334,0.00179869684824925,1
540,CD74_APP,CD74,APP,Mast cell,Mast cell,True,-52.10705083307611,0.014348996468868,1,False,NA,NA,0.2307692307692308
1132,TNFRSF10B_TNFSF10,TNFRSF10B,TNFSF10,Distal_tubules_and_collecting_duct,Distal_tubules_and_collecting_duct,False,NA,NA,0.16441441441441446,True,-4.8368024444167315,0.00154622415495639,1
1060,TNFRSF11B_TNFSF10,TNFRSF11B,TNFSF10,Podocytes,Mesangial_cells,False,NA,NA,0.11969111969111967,True,-4.8368024444167315,0.00154622415495639,1
1393,HLA-E_KLRC1,HLA-E,KLRC1,Private,NK cell,True,-56.6277070258774,0.000458079848881171,1,False,NA,NA,0.3441981747066493
564,NRP1_VEGFA,NRP1,VEGFA,Endothelium,Mast cell,True,-6.5367172113572805,0.00477973732505578,1,True,-161.272711131136,1.85543111015361e-13,1
979,SIRPA_CD47,SIRPA,CD47,MNP,DC,True,-5.34035938616956,0.0190914441331754,1,True,-5.21611639328334,0.00179869684824925,1
875,HLA-B_KIR3DL2,HLA-B,KIR3DL2,Distal_tubules_and_collecting_duct,NK cell,True,-111.47508871951,0.00899441551017485,1,False,NA,NA,0.10951760104302476
1121,TNFRSF10B_TNFSF10,TNFRSF10B,TNFSF10,Proximal_tubular_cells,Endothelium,False,NA,NA,0.10559006211180123,True,-4.8368024444167315,0.00154622415495639,1
718,FcRn complex_ALB,"['B2M', 'FCGRT']",ALB,Mast cell,Proximal_tubular_cells,False,NA,NA,"[1.0, 0.5384615384615384]",True,-3.15170077783893,0.00163958384977319,1
930,CD46_JAG1,CD46,JAG1,CD8 T cell,Endothelium,True,-12.6904585184301,6.27833014443044e-08,1,False,NA,NA,0.11801242236024845
1137,DLL1_NOTCH2,DLL1,NOTCH2,Distal_tubules_and_collecting_duct,Mast cell,False,NA,NA,0.22297297297297294,True,-5.185172494183711,0.0035674841016713897,1
111,TGFB1_TGFBR3,TGFB1,TGFBR3,B cell,NK cell,False,NA,NA,0.21621621621621626,True,-18.1543589009868,0.0108459579092956,1
1091,TNFRSF10B_TNFSF10,TNFRSF10B,TNFSF10,Distal_tubules_and_collecting_duct,Loop_of_Henle,False,NA,NA,0.16441441441441446,True,-4.8368024444167315,0.00154622415495639,1
258,CD94:NKG2C_HLA-E,"['KLRD1', 'KLRC2']",HLA-E,CD8 T cell,Endothelium,False,NA,NA,"[0.3290322580645161, 0.10967741935483873]",True,-56.6277070258774,0.000458079848881171,1
860,FcRn complex_ALB,"['B2M', 'FCGRT']",ALB,Endothelium,Endothelium,False,NA,NA,"[0.99120082815735, 0.4818840579710145]",True,-3.15170077783893,0.00163958384977319,1
780,FcRn complex_ALB,"['B2M', 'FCGRT']",ALB,Neutrophil,B cell,False,NA,NA,"[0.8840579710144928, 0.15217391304347827]",True,-3.15170077783893,0.00163958384977319,1
481,CD74_APP,CD74,APP,Podocytes,Endothelium,True,-52.10705083307611,0.014348996468868,1,False,NA,NA,0.855072463768116
97,FN1_aVb1 complex,FN1,"['ITGAV', 'ITGB1']",Mesangial_cells,Mesangial_cells,False,NA,NA,0.3305084745762712,True,"[-33.6239706675212, -39.6176785934195]","[2.24673420633275e-09, 1.42091864873846e-09]","[1, 1]"
1014,TNFRSF11B_TNFSF10,TNFRSF11B,TNFSF10,DC,Mesangial_cells,False,NA,NA,0.3043478260869565,True,-4.8368024444167315,0.00154622415495639,1
194,CD94:NKG2A_HLA-E,"['KLRC1', 'KLRD1']",HLA-E,CD8 T cell,Mesangial_cells,False,NA,NA,"[0.15483870967741936, 0.3290322580645161]",True,-56.6277070258774,0.000458079848881171,1
391,CD74_APP,CD74,APP,Mast cell,B cell,True,-52.10705083307611,0.014348996468868,1,False,NA,NA,0.32432432432432434
647,FcRn complex_ALB,"['B2M', 'FCGRT']",ALB,Distal_tubules_and_collecting_duct,DC,False,NA,NA,"[0.9842342342342344, 0.8490990990990991]",True,-3.15170077783893,0.00163958384977319,1
1047,TNFRSF11B_TNFSF10,TNFRSF11B,TNFSF10,Loop_of_Henle,Nephron_epithelium,False,NA,NA,0.1054739652870494,True,-4.8368024444167315,0.00154622415495639,1
1173,DLL1_NOTCH4,DLL1,NOTCH4,Distal_tubules_and_collecting_duct,Distal_tubules_and_collecting_duct,False,NA,NA,0.22297297297297294,True,-4.9064196914993605,0.0012356679553589,1
16,COL4A5_a1b1 complex,COL4A5,"['ITGA1', 'ITGB1']",Podocytes,Endothelium,True,-4.64555523715494,0.0063016608218016,1,False,NA,NA,"[0.3633540372670808, 0.6749482401656315]"
475,CD74_APP,CD74,APP,Neutrophil,Proximal_tubular_cells,True,-52.10705083307611,0.014348996468868,1,False,NA,NA,0.43685300207039335
1030,TNFRSF11B_TNFSF10,TNFRSF11B,TNFSF10,Distal_tubules_and_collecting_duct,NK cell,False,NA,NA,0.231981981981982,True,-4.8368024444167315,0.00154622415495639,1
666,FcRn complex_ALB,"['B2M', 'FCGRT']",ALB,Endothelium,Mast cell,False,NA,NA,"[0.99120082815735, 0.4818840579710145]",True,-3.15170077783893,0.00163958384977319,1
1493,CX3CR1_CX3CL1,CX3CR1,CX3CL1,MNP,Endothelium,False,NA,NA,0.2043956043956044,True,-4.222350602628181,0.000138810265508117,1
966,CD46_JAG1,CD46,JAG1,Proximal_tubular_cells,Endothelium,True,-12.6904585184301,6.27833014443044e-08,1,False,NA,NA,0.11801242236024845
664,FcRn complex_ALB,"['B2M', 'FCGRT']",ALB,Endothelium,Loop_of_Henle,False,NA,NA,"[0.99120082815735, 0.4818840579710145]",True,-3.15170077783893,0.00163958384977319,1
411,CD74_APP,CD74,APP,Mesangial_cells,MNP,True,-52.10705083307611,0.014348996468868,1,False,NA,NA,0.3516483516483517
9,COL4A3_a11b1 complex,COL4A3,"['ITGB1', 'ITGA11']",Podocytes,Mesangial_cells,True,-11.1362155380015,0.0132613800893692,1,False,NA,NA,"[0.7288135593220338, 0.1016949152542373]"
42,FN1_a3b1 complex,FN1,"['ITGA3', 'ITGB1']",Distal_tubules_and_collecting_duct,Podocytes,False,NA,NA,0.12612612612612611,True,"[-38.026134707711, -39.6176785934195]","[7.36142244746803e-08, 1.42091864873846e-09]","[1, 1]"
1024,TNFRSF11B_TNFSF10,TNFRSF11B,TNFSF10,Distal_tubules_and_collecting_duct,DC,False,NA,NA,0.231981981981982,True,-4.8368024444167315,0.00154622415495639,1
1406,HLA-E_KLRC1,HLA-E,KLRC1,Private,Private,True,-56.6277070258774,0.000458079848881171,1,False,NA,NA,0.15544554455445544
370,CD74_APP,CD74,APP,Loop_of_Henle,Mesangial_cells,True,-52.10705083307611,0.014348996468868,1,False,NA,NA,0.6186440677966102
1168,DLL1_NOTCH4,DLL1,NOTCH4,Distal_tubules_and_collecting_duct,Mesangial_cells,False,NA,NA,0.22297297297297294,True,-4.9064196914993605,0.0012356679553589,1
1315,PODXL_SELL,PODXL,SELL,Nephron_epithelium,Neutrophil,True,-92.3545642566545,0.0115656016195748,1,False,NA,NA,0.21014492753623187
1019,TNFRSF11B_TNFSF10,TNFRSF11B,TNFSF10,DC,Private,False,NA,NA,0.3043478260869565,True,-4.8368024444167315,0.00154622415495639,1
23,COL4A3_a1b1 complex,COL4A3,"['ITGA1', 'ITGB1']",Distal_tubules_and_collecting_duct,Proximal_tubular_cells,True,-11.1362155380015,0.0132613800893692,1,False,NA,NA,"[0.11180124223602483, 0.2712215320910973]"
395,CD74_APP,CD74,APP,Mast cell,Endothelium,True,-52.10705083307611,0.014348996468868,1,False,NA,NA,0.855072463768116
304,CD74_APP,CD74,APP,B cell,Private,True,-52.10705083307611,0.014348996468868,1,False,NA,NA,0.19702970297029704
1063,TNFRSF11B_TNFSF10,TNFRSF11B,TNFSF10,Podocytes,Nephron_epithelium,False,NA,NA,0.11969111969111967,True,-4.8368024444167315,0.00154622415495639,1
1481,HLA-E_KLRK1,HLA-E,KLRK1,Private,NK cell,True,-56.6277070258774,0.000458079848881171,1,False,NA,NA,0.10039113428943937
451,CD74_APP,CD74,APP,Nephron_epithelium,Distal_tubules_and_collecting_duct,True,-52.10705083307611,0.014348996468868,1,False,NA,NA,0.8896396396396397
406,CD74_APP,CD74,APP,Mesangial_cells,CD8 T cell,True,-52.10705083307611,0.014348996468868,1,False,NA,NA,0.14838709677419354
45,FN1_a3b1 complex,FN1,"['ITGA3', 'ITGB1']",Endothelium,Podocytes,False,NA,NA,0.3359213250517598,True,"[-38.026134707711, -39.6176785934195]","[7.36142244746803e-08, 1.42091864873846e-09]","[1, 1]"
1531,LILRA4_BST2,LILRA4,BST2,MNP,MNP,False,NA,NA,0.14175824175824175,True,-13.340345767669401,0.00012667437940071398,1
12,COL4A5_a1b1 complex,COL4A5,"['ITGA1', 'ITGB1']",Distal_tubules_and_collecting_duct,Mesangial_cells,True,-4.64555523715494,0.0063016608218016,1,False,NA,NA,"[0.3898305084745763, 0.7288135593220338]"
1,COL4A5_a10b1 complex,COL4A5,"['ITGA10', 'ITGB1']",Podocytes,Mesangial_cells,True,-4.64555523715494,0.0063016608218016,1,False,NA,NA,"[0.1694915254237288, 0.7288135593220338]"
1367,HLA-E_KLRC1,HLA-E,KLRC1,Mast cell,NK cell,True,-56.6277070258774,0.000458079848881171,1,False,NA,NA,0.3441981747066493
811,FcRn complex_ALB,"['B2M', 'FCGRT']",ALB,Private,B cell,False,NA,NA,"[1.0, 0.500990099009901]",True,-3.15170077783893,0.00163958384977319,1
48,FN1_a3b1 complex,FN1,"['ITGA3', 'ITGB1']",Mesangial_cells,Podocytes,False,NA,NA,0.3305084745762712,True,"[-38.026134707711, -39.6176785934195]","[7.36142244746803e-08, 1.42091864873846e-09]","[1, 1]"
1192,PLXNB2_SEMA4D,PLXNB2,SEMA4D,DC,Distal_tubules_and_collecting_duct,True,-4.08481368770848,0.0272985694750045,1,True,-2.2159663770794,0.00815986438104258,1
1094,TNFRSF10B_TNFSF10,TNFRSF10B,TNFSF10,Distal_tubules_and_collecting_duct,Mesangial_cells,False,NA,NA,0.16441441441441446,True,-4.8368024444167315,0.00154622415495639,1
1176,JAG1_NOTCH4,JAG1,NOTCH4,Distal_tubules_and_collecting_duct,Endothelium,False,NA,NA,0.2882882882882883,True,-4.9064196914993605,0.0012356679553589,1
663,FcRn complex_ALB,"['B2M', 'FCGRT']",ALB,Endothelium,Distal_tubules_and_collecting_duct,False,NA,NA,"[0.99120082815735, 0.4818840579710145]",True,-3.15170077783893,0.00163958384977319,1
1528,LILRA4_BST2,LILRA4,BST2,MNP,Proximal_tubular_cells,False,NA,NA,0.14175824175824175,True,-13.340345767669401,0.00012667437940071398,1
1546,CD47_SIRPG,CD47,SIRPG,Loop_of_Henle,CD8 T cell,True,-5.21611639328334,0.00179869684824925,1,False,NA,NA,0.3096774193548387
412,CD74_APP,CD74,APP,Mesangial_cells,Mast cell,True,-52.10705083307611,0.014348996468868,1,False,NA,NA,0.2307692307692308
1434,HLA-E_KLRC2,HLA-E,KLRC2,Private,NK cell,True,-56.6277070258774,0.000458079848881171,1,False,NA,NA,0.1029986962190352
1353,HLA-E_KLRC1,HLA-E,KLRC1,Distal_tubules_and_collecting_duct,Private,True,-56.6277070258774,0.000458079848881171,1,False,NA,NA,0.15544554455445544
1040,TNFRSF11B_TNFSF10,TNFRSF11B,TNFSF10,Loop_of_Henle,Distal_tubules_and_collecting_duct,False,NA,NA,0.1054739652870494,True,-4.8368024444167315,0.00154622415495639,1
1194,PLXNB2_SEMA4D,PLXNB2,SEMA4D,DC,NK cell,True,-4.08481368770848,0.0272985694750045,1,True,-2.2159663770794,0.00815986438104258,1
660,FcRn complex_ALB,"['B2M', 'FCGRT']",ALB,Endothelium,B cell,False,NA,NA,"[0.99120082815735, 0.4818840579710145]",True,-3.15170077783893,0.00163958384977319,1
1441,HLA-E_KLRK1,HLA-E,KLRK1,B cell,CD8 T cell,True,-56.6277070258774,0.000458079848881171,1,False,NA,NA,0.14838709677419354
874,HLA-B_KIR3DL2,HLA-B,KIR3DL2,DC,NK cell,True,-111.47508871951,0.00899441551017485,1,False,NA,NA,0.10951760104302476
1343,HLA-E_KLRC1,HLA-E,KLRC1,CD8 T cell,NK cell,True,-56.6277070258774,0.000458079848881171,1,False,NA,NA,0.3441981747066493
1154,JAG1_NOTCH2,JAG1,NOTCH2,Endothelium,MNP,False,NA,NA,0.11801242236024845,True,-5.185172494183711,0.0035674841016713897,1
656,FcRn complex_ALB,"['B2M', 'FCGRT']",ALB,Distal_tubules_and_collecting_duct,Podocytes,False,NA,NA,"[0.9842342342342344, 0.8490990990990991]",True,-3.15170077783893,0.00163958384977319,1
972,CD46_JAG1,CD46,JAG1,Endothelium,Endothelium,True,-12.6904585184301,6.27833014443044e-08,1,False,NA,NA,0.11801242236024845
1142,DLL1_NOTCH2,DLL1,NOTCH2,Endothelium,MNP,False,NA,NA,0.10973084886128363,True,-5.185172494183711,0.0035674841016713897,1
1256,PLXNB1_SEMA4D,PLXNB1,SEMA4D,Proximal_tubular_cells,MNP,False,NA,NA,0.10144927536231883,True,-2.2159663770794,0.00815986438104258,1
865,FcRn complex_ALB,"['B2M', 'FCGRT']",ALB,NK cell,NK cell,False,NA,NA,"[1.0, 0.1290743155149935]",True,-3.15170077783893,0.00163958384977319,1
1440,HLA-E_KLRC2,HLA-E,KLRC2,NK cell,NK cell,True,-56.6277070258774,0.000458079848881171,1,False,NA,NA,0.1029986962190352
921,NOTCH1_JAG1,NOTCH1,JAG1,Endothelium,Mesangial_cells,True,-3.63167325862043,0.003762413966590471,1,False,NA,NA,0.4915254237288136
1079,TNFRSF11B_TNFSF10,TNFRSF11B,TNFSF10,Proximal_tubular_cells,Podocytes,False,NA,NA,0.2587991718426501,True,-4.8368024444167315,0.00154622415495639,1
178,TGFB1_TGFBR3,TGFB1,TGFBR3,Endothelium,Endothelium,False,NA,NA,0.17908902691511386,True,-18.1543589009868,0.0108459579092956,1
195,CD94:NKG2A_HLA-E,"['KLRC1', 'KLRD1']",HLA-E,CD8 T cell,NK cell,False,NA,NA,"[0.15483870967741936, 0.3290322580645161]",True,-56.6277070258774,0.000458079848881171,1
292,ERBB4_HBEGF,ERBB4,HBEGF,Distal_tubules_and_collecting_duct,Distal_tubules_and_collecting_duct,True,-1.85113453873652,0.0280744304564399,1,False,NA,NA,0.14414414414414414
515,CD74_APP,CD74,APP,Proximal_tubular_cells,Nephron_epithelium,True,-52.10705083307611,0.014348996468868,1,False,NA,NA,0.22023086269744835
710,FcRn complex_ALB,"['B2M', 'FCGRT']",ALB,Mast cell,Loop_of_Henle,False,NA,NA,"[1.0, 0.5384615384615384]",True,-3.15170077783893,0.00163958384977319,1
618,FcRn complex_ALB,"['B2M', 'FCGRT']",ALB,CD8 T cell,Endothelium,False,NA,NA,"[1.0, 0.2967741935483871]",True,-3.15170077783893,0.00163958384977319,1
244,CD94:NKG2A_HLA-E,"['KLRC1', 'KLRD1']",HLA-E,Private,NK cell,False,NA,NA,"[0.15544554455445544, 0.5603960396039604]",True,-56.6277070258774,0.000458079848881171,1
211,CD94:NKG2A_HLA-E,"['KLRC1', 'KLRD1']",HLA-E,NK cell,Mesangial_cells,False,NA,NA,"[0.3441981747066493, 0.96870925684485]",True,-56.6277070258774,0.000458079848881171,1
960,CD46_JAG1,CD46,JAG1,Podocytes,Endothelium,True,-12.6904585184301,6.27833014443044e-08,1,False,NA,NA,0.11801242236024845
78,CSPG4_a3b1 complex,CSPG4,"['ITGA3', 'ITGB1']",Mesangial_cells,Podocytes,False,NA,NA,0.3728813559322034,True,"[-38.026134707711, -39.6176785934195]","[7.36142244746803e-08, 1.42091864873846e-09]","[1, 1]"
1272,TNFSF10_TNFRSF10D,TNFSF10,TNFRSF10D,MNP,Endothelium,True,-4.8368024444167315,0.00154622415495639,1,False,NA,NA,0.10144927536231883
1512,LILRA4_BST2,LILRA4,BST2,DC,Private,False,NA,NA,0.8695652173913043,True,-13.340345767669401,0.00012667437940071398,1
610,FcRn complex_ALB,"['B2M', 'FCGRT']",ALB,B cell,Nephron_epithelium,False,NA,NA,"[1.0, 0.472972972972973]",True,-3.15170077783893,0.00163958384977319,1
769,FcRn complex_ALB,"['B2M', 'FCGRT']",ALB,Nephron_epithelium,Endothelium,False,NA,NA,"[0.726913730255164, 0.17496962332928312]",True,-3.15170077783893,0.00163958384977319,1
