,interaction,partner_A_genes,partner_B_genes,celltype_A,celltype_B,is_partner_A_DE,logFC_gene_A,adj_pval_gene_A,percent_expr_gene_A,is_partner_B_DE,logFC_gene_B,adj_pval_gene_B,percent_expr_gene_B
210,FN1_aVb1 complex,FN1,"['ITGAV', 'ITGB1']",Endothelium,Proximal_tubular_cells,True,5.7094563491760715,0.0181158810046262,1,False,NA,NA,"[0.14699792960662525, 0.2712215320910973]"
1071,CD55_ADGRE5,CD55,ADGRE5,MNP,B cell,False,NA,NA,0.7824175824175824,True,4.21690878715005,0.00312233850766636,1
753,DPP4_CXCL12,DPP4,CXCL12,Private,Podocytes,False,NA,NA,0.14158415841584154,True,7.7426278931753885,1.18324783246116e-07,1
280,ERBB4_HBEGF,ERBB4,HBEGF,Distal_tubules_and_collecting_duct,Distal_tubules_and_collecting_duct,False,NA,NA,0.2972972972972973,True,1.9884037425335697,0.0272063147104403,1
1412,LTBR_LTB,LTBR,LTB,B cell,Distal_tubules_and_collecting_duct,False,NA,NA,0.10810810810810813,True,1.43943567105272,0.0402619482825343,1
1340,SELL_SELPLG,SELL,SELPLG,Private,MNP,False,NA,NA,0.2099009900990099,True,1.65236939315672,0.0310098101938767,1
583,HLA-F_LILRB2,HLA-F,LILRB2,MNP,B cell,False,NA,NA,0.521978021978022,True,9.652284919570539,2.2163431871823598e-10,1
1065,CD55_ADGRE5,CD55,ADGRE5,Endothelium,Mast cell,False,NA,NA,0.12318840579710146,True,4.21690878715005,0.00312233850766636,1
488,ICAM3_aLb2 complex,ICAM3,"['ITGB2', 'ITGAL']",Neutrophil,Private,False,NA,NA,0.17391304347826084,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
835,TNFRSF10B_TNFSF10,TNFRSF10B,TNFSF10,Proximal_tubular_cells,CD8 T cell,True,2.2879426863802403,0.0497834188612391,1,False,NA,NA,0.2645161290322581
926,TNFSF10_TNFRSF10D,TNFSF10,TNFRSF10D,NK cell,Endothelium,False,NA,NA,0.2059973924380704,True,1.89074978806498,0.0173560788208196,1
940,CCR1_CCL15,CCR1,CCL15,MNP,Proximal_tubular_cells,True,2.89478592916485,3.55986110154396e-05,1,False,NA,NA,0.15320910973084886
1184,PTPRC_CD22,PTPRC,CD22,NK cell,B cell,True,4.410688292133,4.76772725790391e-05,1,False,NA,NA,0.32432432432432434
822,TNFRSF10B_TNFSF10,TNFRSF10B,TNFSF10,MNP,Distal_tubules_and_collecting_duct,True,2.2879426863802403,0.0497834188612391,1,False,NA,NA,0.3896396396396397
774,CCL3_CCR1,CCL3,CCR1,B cell,MNP,False,NA,NA,0.20270270270270271,True,2.89478592916485,3.55986110154396e-05,1
447,ICAM3_aLb2 complex,ICAM3,"['ITGB2', 'ITGAL']",Distal_tubules_and_collecting_duct,NK cell,False,NA,NA,0.2702702702702703,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
316,ICAM1_aLb2 complex,ICAM1,"['ITGB2', 'ITGAL']",DC,NK cell,False,NA,NA,0.17391304347826084,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
846,TNFRSF10B_TNFSF10,TNFRSF10B,TNFSF10,Proximal_tubular_cells,Podocytes,True,2.2879426863802403,0.0497834188612391,1,False,NA,NA,0.3088803088803089
794,CCL5_CCR1,CCL5,CCR1,Private,MNP,True,2.9274540433678995,0.000339714595575179,1,True,2.89478592916485,3.55986110154396e-05,1
815,TNFRSF10B_TNFSF10,TNFRSF10B,TNFSF10,Distal_tubules_and_collecting_duct,Podocytes,True,2.2879426863802403,0.0497834188612391,1,False,NA,NA,0.3088803088803089
736,TNF_TNFRSF1B,TNF,TNFRSF1B,CD8 T cell,CD8 T cell,False,NA,NA,0.11612903225806452,True,6.01061393679651,1.97712117390567e-06,1
1237,HLA-E_KLRC2,HLA-E,KLRC2,Proximal_tubular_cells,NK cell,False,NA,NA,0.505175983436853,True,3.55694751490934,0.0007746719235593231,1
519,ICAM3_aLb2 complex,ICAM3,"['ITGB2', 'ITGAL']",NK cell,NK cell,False,NA,NA,0.4941329856584094,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
695,TNF_TNFRSF1B,TNF,TNFRSF1B,CD8 T cell,NK cell,False,NA,NA,0.11612903225806452,True,6.01061393679651,1.97712117390567e-06,1
868,TNFSF14_LTBR,TNFSF14,LTBR,Private,B cell,True,1.6880259119071002,0.0279420317848639,1,False,NA,NA,0.10810810810810813
991,CXCL12_CXCR4,CXCL12,CXCR4,Podocytes,Podocytes,True,7.7426278931753885,1.18324783246116e-07,1,False,NA,NA,0.1969111969111969
934,TGFB3_TGFbeta receptor1,TGFB3,"['TGFBR1', 'TGFBR2']",Mesangial_cells,Distal_tubules_and_collecting_duct,True,2.6481393259368,0.0189567092977734,1,False,NA,NA,"[0.18018018018018014, 0.20045045045045048]"
1102,CD55_ADGRE5,CD55,ADGRE5,NK cell,CD8 T cell,False,NA,NA,0.4067796610169492,True,4.21690878715005,0.00312233850766636,1
293,ICAM1_ITGAL,ICAM1,ITGAL,Endothelium,CD8 T cell,False,NA,NA,0.15993788819875776,True,4.76710229557314,1.28565836060683e-08,1
1373,SELP_CD24,SELP,CD24,Endothelium,Nephron_epithelium,False,NA,NA,0.13561076604554864,True,2.6453950949991603,0.0343053443888204,1
1368,SELP_CD24,SELP,CD24,Endothelium,MNP,False,NA,NA,0.13561076604554864,True,2.6453950949991603,0.0343053443888204,1
422,ICAM2_aLb2 complex,ICAM2,"['ITGB2', 'ITGAL']",NKT cell,NKT cell,False,NA,NA,0.22236180904522607,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
684,PLXNB2_SEMA4C,PLXNB2,SEMA4C,Distal_tubules_and_collecting_duct,Distal_tubules_and_collecting_duct,False,NA,NA,0.3783783783783784,True,2.93285695767678,0.007871246116878429,1
995,SEMA4A_PLXND1,SEMA4A,PLXND1,MNP,Endothelium,True,2.18048487240274,0.00667135760478158,1,False,NA,NA,0.265527950310559
936,TGFB3_TGFbeta receptor1,TGFB3,"['TGFBR1', 'TGFBR2']",Mesangial_cells,NK cell,True,2.6481393259368,0.0189567092977734,1,False,NA,NA,"[0.10821382007822686, 0.24511082138200785]"
1472,LTBR_LTB,LTBR,LTB,Mesangial_cells,NK cell,False,NA,NA,0.1864406779661017,True,1.43943567105272,0.0402619482825343,1
407,ICAM2_aLb2 complex,ICAM2,"['ITGB2', 'ITGAL']",Private,B cell,False,NA,NA,0.30396039603960395,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
438,ICAM3_aLb2 complex,ICAM3,"['ITGB2', 'ITGAL']",DC,CD8 T cell,False,NA,NA,0.3478260869565217,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
870,TNFSF14_LTBR,TNFSF14,LTBR,Private,Distal_tubules_and_collecting_duct,True,1.6880259119071002,0.0279420317848639,1,False,NA,NA,0.29504504504504503
20,COL18A1_a11b1 complex,COL18A1,"['ITGB1', 'ITGA11']",B cell,Mesangial_cells,True,2.6145127218695,0.0454013803960654,1,False,NA,NA,"[0.7288135593220338, 0.1016949152542373]"
760,DPP4_CXCL12,DPP4,CXCL12,Loop_of_Henle,Loop_of_Henle,False,NA,NA,0.11348464619492656,True,7.7426278931753885,1.18324783246116e-07,1
704,TNF_TNFRSF1B,TNF,TNFRSF1B,MNP,Private,False,NA,NA,0.1043956043956044,True,6.01061393679651,1.97712117390567e-06,1
520,ICAM3_aLb2 complex,ICAM3,"['ITGB2', 'ITGAL']",NKT cell,NKT cell,False,NA,NA,0.4610552763819096,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
750,DPP4_CXCL12,DPP4,CXCL12,Podocytes,Mesangial_cells,False,NA,NA,0.1274131274131274,True,7.7426278931753885,1.18324783246116e-07,1
263,ICAM1_aXb2 complex,ICAM1,"['ITGB2', 'ITGAX']",DC,NK cell,False,NA,NA,0.17391304347826084,True,"[10.1285183950506, 5.41908546718856]","[7.82221790238649e-13, 9.085959486961573e-06]","[1, 1]"
237,THY1_aXb2 complex,THY1,"['ITGB2', 'ITGAX']",Loop_of_Henle,MNP,False,NA,NA,0.16154873164218958,True,"[10.1285183950506, 5.41908546718856]","[7.82221790238649e-13, 9.085959486961573e-06]","[1, 1]"
181,FN1_a4b7 complex,FN1,"['ITGB7', 'ITGA4']",Endothelium,CD8 T cell,True,5.7094563491760715,0.0181158810046262,1,False,NA,NA,"[0.2903225806451613, 0.3548387096774194]"
1146,CD55_ADGRE5,CD55,ADGRE5,Private,Distal_tubules_and_collecting_duct,False,NA,NA,0.3227722772277228,True,4.21690878715005,0.00312233850766636,1
1010,EFNB2_EPHB4,EFNB2,EPHB4,Distal_tubules_and_collecting_duct,Endothelium,False,NA,NA,0.11711711711711713,True,3.24159033491154,0.0202650922620639,1
1228,HLA-E_KLRC2,HLA-E,KLRC2,Nephron_epithelium,CD8 T cell,False,NA,NA,0.2849331713244229,True,3.55694751490934,0.0007746719235593231,1
1293,SELL_SELPLG,SELL,SELPLG,B cell,CD8 T cell,False,NA,NA,0.6621621621621622,True,1.65236939315672,0.0310098101938767,1
574,HLA-F_LILRB2,HLA-F,LILRB2,CD8 T cell,B cell,False,NA,NA,0.6387096774193548,True,9.652284919570539,2.2163431871823598e-10,1
525,ICAM4_aLb2 complex,ICAM4,"['ITGB2', 'ITGAL']",DC,MNP,False,NA,NA,0.13043478260869565,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
342,ICAM2_aLb2 complex,ICAM2,"['ITGB2', 'ITGAL']",B cell,MNP,False,NA,NA,0.21621621621621626,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
538,F11R_aLb2 complex,F11R,"['ITGB2', 'ITGAL']",Proximal_tubular_cells,CD8 T cell,False,NA,NA,0.12629399585921325,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
262,ICAM1_aXb2 complex,ICAM1,"['ITGB2', 'ITGAX']",DC,Mast cell,False,NA,NA,0.17391304347826084,True,"[10.1285183950506, 5.41908546718856]","[7.82221790238649e-13, 9.085959486961573e-06]","[1, 1]"
1332,SELL_SELPLG,SELL,SELPLG,Neutrophil,DC,False,NA,NA,0.21014492753623187,True,1.65236939315672,0.0310098101938767,1
108,FN1_a3b1 complex,FN1,"['ITGA3', 'ITGB1']",Mesangial_cells,Mesangial_cells,True,5.7094563491760715,0.0181158810046262,1,False,NA,NA,"[0.17796610169491525, 0.7288135593220338]"
1012,EFNB2_EPHB1,EFNB2,EPHB1,Distal_tubules_and_collecting_duct,DC,False,NA,NA,0.11711711711711713,True,2.68426729930083,0.005104360200199489,1
180,FN1_a4b7 complex,FN1,"['ITGB7', 'ITGA4']",Endothelium,B cell,True,5.7094563491760715,0.0181158810046262,1,False,NA,NA,"[0.2702702702702703, 0.2432432432432433]"
1015,PLXNC1_SEMA7A,PLXNC1,SEMA7A,DC,DC,True,2.18273844545193,0.0063016608218016,1,False,NA,NA,0.4782608695652174
117,FN1_a4b1 complex,FN1,"['ITGB1', 'ITGA4']",Endothelium,B cell,True,5.7094563491760715,0.0181158810046262,1,False,NA,NA,"[0.32432432432432434, 0.2432432432432433]"
1444,LTBR_LTB,LTBR,LTB,Endothelium,CD8 T cell,False,NA,NA,0.11801242236024845,True,1.43943567105272,0.0402619482825343,1
133,PLAUR_a4b1 complex,PLAUR,"['ITGB1', 'ITGA4']",DC,B cell,True,1.83700465330314,0.0297683934149902,1,False,NA,NA,"[0.32432432432432434, 0.2432432432432433]"
1240,HLA-E_KLRC2,HLA-E,KLRC2,CD8 T cell,CD8 T cell,False,NA,NA,0.9870967741935484,True,3.55694751490934,0.0007746719235593231,1
59,COL18A1_a1b1 complex,COL18A1,"['ITGA1', 'ITGB1']",Endothelium,Mesangial_cells,True,2.6145127218695,0.0454013803960654,1,False,NA,NA,"[0.3898305084745763, 0.7288135593220338]"
670,CCL5_CCR5,CCL5,CCR5,DC,DC,True,2.9274540433678995,0.000339714595575179,1,False,NA,NA,0.17391304347826084
499,ICAM3_aLb2 complex,ICAM3,"['ITGB2', 'ITGAL']",Private,MNP,False,NA,NA,0.5039603960396041,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
1306,SELL_SELPLG,SELL,SELPLG,Distal_tubules_and_collecting_duct,CD8 T cell,False,NA,NA,0.11036036036036036,True,1.65236939315672,0.0310098101938767,1
467,ICAM3_aLb2 complex,ICAM3,"['ITGB2', 'ITGAL']",Mast cell,NK cell,False,NA,NA,0.3076923076923077,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
1351,SELL_SELPLG,SELL,SELPLG,MNP,MNP,False,NA,NA,0.3989010989010989,True,1.65236939315672,0.0310098101938767,1
598,HLA-F_LILRB2,HLA-F,LILRB2,Private,DC,False,NA,NA,0.4871287128712871,True,9.652284919570539,2.2163431871823598e-10,1
1062,CD55_ADGRE5,CD55,ADGRE5,Endothelium,DC,False,NA,NA,0.12318840579710146,True,4.21690878715005,0.00312233850766636,1
452,ICAM3_aLb2 complex,ICAM3,"['ITGB2', 'ITGAL']",Loop_of_Henle,CD8 T cell,False,NA,NA,0.10747663551401868,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
1206,KIT_KITLG,KIT,KITLG,Mast cell,Distal_tubules_and_collecting_duct,True,2.14926088802398,0.0081498362473217,1,False,NA,NA,0.21846846846846849
362,ICAM2_aLb2 complex,ICAM2,"['ITGB2', 'ITGAL']",Endothelium,CD8 T cell,False,NA,NA,0.4384057971014493,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
665,CCL5_CCR5,CCL5,CCR5,Proximal_tubular_cells,CD8 T cell,True,2.9274540433678995,0.000339714595575179,1,False,NA,NA,0.21935483870967745
1259,HLA-E_KLRK1,HLA-E,KLRK1,MNP,CD8 T cell,False,NA,NA,0.9362637362637364,True,1.6996193448401398,0.0373947054533458,1
352,ICAM2_aLb2 complex,ICAM2,"['ITGB2', 'ITGAL']",DC,Private,False,NA,NA,0.17391304347826084,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
1064,CD55_ADGRE5,CD55,ADGRE5,Endothelium,MNP,False,NA,NA,0.12318840579710146,True,4.21690878715005,0.00312233850766636,1
1195,PTPRC_CD22,PTPRC,CD22,Mast cell,Mast cell,True,4.410688292133,4.76772725790391e-05,1,False,NA,NA,0.1153846153846154
743,DPP4_CXCL12,DPP4,CXCL12,CD8 T cell,Podocytes,False,NA,NA,0.12903225806451613,True,7.7426278931753885,1.18324783246116e-07,1
859,TNFSF14_LTBR,TNFSF14,LTBR,CD8 T cell,Proximal_tubular_cells,True,1.6880259119071002,0.0279420317848639,1,False,NA,NA,0.2380952380952381
843,TNFRSF10B_TNFSF10,TNFRSF10B,TNFSF10,Proximal_tubular_cells,NK cell,True,2.2879426863802403,0.0497834188612391,1,False,NA,NA,0.2059973924380704
1109,CD55_ADGRE5,CD55,ADGRE5,NK cell,Private,False,NA,NA,0.4067796610169492,True,4.21690878715005,0.00312233850766636,1
90,COL18A1_a2b1 complex,COL18A1,"['ITGB1', 'ITGA2']",DC,Distal_tubules_and_collecting_duct,True,2.6145127218695,0.0454013803960654,1,False,NA,NA,"[0.759009009009009, 0.34459459459459457]"
1205,CD48_CD244,CD48,CD244,NK cell,NK cell,True,2.708436272920121,0.00398785903287079,1,False,NA,NA,0.19035202086049546
1001,ANGPT2_TEK,ANGPT2,TEK,Mesangial_cells,Endothelium,True,1.52948344979451,0.0498988400026763,1,False,NA,NA,0.4715320910973085
1446,LTBR_LTB,LTBR,LTB,Endothelium,Distal_tubules_and_collecting_duct,False,NA,NA,0.11801242236024845,True,1.43943567105272,0.0402619482825343,1
1243,HLA-E_KLRK1,HLA-E,KLRK1,B cell,NK cell,False,NA,NA,1.0,True,1.6996193448401398,0.0373947054533458,1
633,HLA-G_LILRB2,HLA-G,LILRB2,Private,DC,False,NA,NA,0.32673267326732675,True,9.652284919570539,2.2163431871823598e-10,1
384,ICAM2_aLb2 complex,ICAM2,"['ITGB2', 'ITGAL']",Mesangial_cells,NK cell,False,NA,NA,0.2033898305084746,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
460,ICAM3_aLb2 complex,ICAM3,"['ITGB2', 'ITGAL']",MNP,NK cell,False,NA,NA,0.476923076923077,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
984,CXCL12_CXCR4,CXCL12,CXCR4,Podocytes,Nephron_epithelium,True,7.7426278931753885,1.18324783246116e-07,1,False,NA,NA,0.12849331713244228
338,ICAM1_aLb2 complex,ICAM1,"['ITGB2', 'ITGAL']",Mast cell,Private,False,NA,NA,0.1153846153846154,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
1378,SELP_CD24,SELP,CD24,Endothelium,Endothelium,False,NA,NA,0.13561076604554864,True,2.6453950949991603,0.0343053443888204,1
46,COL18A1_a1b1 complex,COL18A1,"['ITGA1', 'ITGB1']",B cell,Mesangial_cells,True,2.6145127218695,0.0454013803960654,1,False,NA,NA,"[0.3898305084745763, 0.7288135593220338]"
1470,LTBR_LTB,LTBR,LTB,Mesangial_cells,MNP,False,NA,NA,0.1864406779661017,True,1.43943567105272,0.0402619482825343,1
829,TNFRSF10B_TNFSF10,TNFRSF10B,TNFSF10,MNP,Nephron_epithelium,True,2.2879426863802403,0.0497834188612391,1,False,NA,NA,0.13031591737545564
906,TNFSF14_TNFRSF14,TNFSF14,TNFRSF14,Private,Endothelium,True,1.6880259119071002,0.0279420317848639,1,False,NA,NA,0.16718426501035194
599,HLA-F_LILRB2,HLA-F,LILRB2,Private,MNP,False,NA,NA,0.4871287128712871,True,9.652284919570539,2.2163431871823598e-10,1
1171,CD55_ADGRE5,CD55,ADGRE5,NKT cell,NKT cell,False,NA,NA,0.2663316582914573,True,4.21690878715005,0.00312233850766636,1
646,CCL5_CCR5,CCL5,CCR5,Distal_tubules_and_collecting_duct,DC,True,2.9274540433678995,0.000339714595575179,1,False,NA,NA,0.17391304347826084
1413,LTBR_LTB,LTBR,LTB,B cell,MNP,False,NA,NA,0.10810810810810813,True,1.43943567105272,0.0402619482825343,1
817,TNFRSF10B_TNFSF10,TNFRSF10B,TNFSF10,Distal_tubules_and_collecting_duct,Proximal_tubular_cells,True,2.2879426863802403,0.0497834188612391,1,False,NA,NA,0.639751552795031
816,TNFRSF10B_TNFSF10,TNFRSF10B,TNFSF10,Distal_tubules_and_collecting_duct,Private,True,2.2879426863802403,0.0497834188612391,1,False,NA,NA,0.405940594059406
521,ICAM3_aLb2 complex,ICAM3,"['ITGB2', 'ITGAL']",Private,Private,False,NA,NA,0.5039603960396041,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
756,DPP4_CXCL12,DPP4,CXCL12,Proximal_tubular_cells,Podocytes,False,NA,NA,0.32712215320910976,True,7.7426278931753885,1.18324783246116e-07,1
229,THY1_aXb2 complex,THY1,"['ITGB2', 'ITGAX']",B cell,Mast cell,False,NA,NA,0.2432432432432433,True,"[10.1285183950506, 5.41908546718856]","[7.82221790238649e-13, 9.085959486961573e-06]","[1, 1]"
315,ICAM1_aLb2 complex,ICAM1,"['ITGB2', 'ITGAL']",DC,MNP,False,NA,NA,0.17391304347826084,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
144,PLAUR_a4b1 complex,PLAUR,"['ITGB1', 'ITGA4']",Distal_tubules_and_collecting_duct,NK cell,True,1.83700465330314,0.0297683934149902,1,False,NA,NA,"[0.4928292046936114, 0.3715775749674055]"
1135,CD55_ADGRE5,CD55,ADGRE5,Podocytes,Distal_tubules_and_collecting_duct,False,NA,NA,0.3552123552123552,True,4.21690878715005,0.00312233850766636,1
231,THY1_aXb2 complex,THY1,"['ITGB2', 'ITGAX']",Distal_tubules_and_collecting_duct,MNP,False,NA,NA,0.23873873873873874,True,"[10.1285183950506, 5.41908546718856]","[7.82221790238649e-13, 9.085959486961573e-06]","[1, 1]"
310,ICAM1_ITGAL,ICAM1,ITGAL,Mast cell,Private,False,NA,NA,0.1153846153846154,True,4.76710229557314,1.28565836060683e-08,1
220,FN1_aVb5 complex,FN1,"['ITGAV', 'ITGB5']",Mesangial_cells,Podocytes,True,5.7094563491760715,0.0181158810046262,1,False,NA,NA,"[0.2432432432432433, 0.11583011583011585]"
212,FN1_aVb1 complex,FN1,"['ITGAV', 'ITGB1']",Mesangial_cells,Podocytes,True,5.7094563491760715,0.0181158810046262,1,False,NA,NA,"[0.2432432432432433, 0.5714285714285714]"
506,ICAM3_aLb2 complex,ICAM3,"['ITGB2', 'ITGAL']",Proximal_tubular_cells,NK cell,False,NA,NA,0.19254658385093168,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
83,FN1_a2b1 complex,FN1,"['ITGB1', 'ITGA2']",Endothelium,Distal_tubules_and_collecting_duct,True,5.7094563491760715,0.0181158810046262,1,False,NA,NA,"[0.759009009009009, 0.34459459459459457]"
654,CCL5_CCR5,CCL5,CCR5,Mast cell,DC,True,2.9274540433678995,0.000339714595575179,1,False,NA,NA,0.17391304347826084
586,HLA-F_LILRB2,HLA-F,LILRB2,Mesangial_cells,DC,False,NA,NA,0.1271186440677966,True,9.652284919570539,2.2163431871823598e-10,1
32,COL5A2_a1b1 complex,COL5A2,"['ITGA1', 'ITGB1']",Mesangial_cells,Mesangial_cells,True,3.80515143068838,0.00014071735352043501,1,False,NA,NA,"[0.3898305084745763, 0.7288135593220338]"
1084,CD55_ADGRE5,CD55,ADGRE5,Mast cell,Distal_tubules_and_collecting_duct,False,NA,NA,0.3461538461538461,True,4.21690878715005,0.00312233850766636,1
253,THY1_aXb2 complex,THY1,"['ITGB2', 'ITGAX']",Proximal_tubular_cells,MNP,False,NA,NA,0.2774327122153209,True,"[10.1285183950506, 5.41908546718856]","[7.82221790238649e-13, 9.085959486961573e-06]","[1, 1]"
80,COL18A1_a1b1 complex,COL18A1,"['ITGA1', 'ITGB1']",Endothelium,Endothelium,True,2.6145127218695,0.0454013803960654,1,False,NA,NA,"[0.3633540372670808, 0.6749482401656315]"
624,HLA-G_LILRB2,HLA-G,LILRB2,NK cell,DC,False,NA,NA,0.17079530638852672,True,9.652284919570539,2.2163431871823598e-10,1
389,ICAM2_aLb2 complex,ICAM2,"['ITGB2', 'ITGAL']",NK cell,CD8 T cell,False,NA,NA,0.3754889178617992,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
223,TGFB3_TGFBR3,TGFB3,TGFBR3,Mesangial_cells,Endothelium,True,2.6481393259368,0.0189567092977734,1,False,NA,NA,0.2851966873706004
655,CCL5_CCR5,CCL5,CCR5,Mesangial_cells,CD8 T cell,True,2.9274540433678995,0.000339714595575179,1,False,NA,NA,0.21935483870967745
1471,LTBR_LTB,LTBR,LTB,Mesangial_cells,Mast cell,False,NA,NA,0.1864406779661017,True,1.43943567105272,0.0402619482825343,1
891,TNFSF14_TNFRSF14,TNFSF14,TNFRSF14,NK cell,DC,True,1.6880259119071002,0.0279420317848639,1,False,NA,NA,0.39130434782608703
986,CXCL12_CXCR4,CXCL12,CXCR4,Podocytes,Private,True,7.7426278931753885,1.18324783246116e-07,1,False,NA,NA,0.901980198019802
1352,SELL_SELPLG,SELL,SELPLG,NK cell,NK cell,False,NA,NA,0.16688396349413298,True,1.65236939315672,0.0310098101938767,1
931,TNFSF10_TNFRSF10D,TNFSF10,TNFRSF10D,Proximal_tubular_cells,Endothelium,False,NA,NA,0.639751552795031,True,1.89074978806498,0.0173560788208196,1
1278,HLA-E_KLRK1,HLA-E,KLRK1,Podocytes,CD8 T cell,False,NA,NA,0.6293436293436293,True,1.6996193448401398,0.0373947054533458,1
1035,CD55_ADGRE5,CD55,ADGRE5,CD8 T cell,Mesangial_cells,False,NA,NA,0.11612903225806452,True,4.21690878715005,0.00312233850766636,1
490,ICAM3_aLb2 complex,ICAM3,"['ITGB2', 'ITGAL']",Podocytes,B cell,False,NA,NA,0.11969111969111967,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
208,FN1_aVb1 complex,FN1,"['ITGAV', 'ITGB1']",Endothelium,Mesangial_cells,True,5.7094563491760715,0.0181158810046262,1,False,NA,NA,"[0.13559322033898305, 0.7288135593220338]"
1502,LTBR_LTB,LTBR,LTB,DC,DC,False,NA,NA,0.13043478260869565,True,1.43943567105272,0.0402619482825343,1
947,CXCL12_CXCR4,CXCL12,CXCR4,Loop_of_Henle,Mast cell,True,7.7426278931753885,1.18324783246116e-07,1,False,NA,NA,0.4230769230769231
880,TNFSF14_TNFRSF14,TNFSF14,TNFRSF14,CD8 T cell,MNP,True,1.6880259119071002,0.0279420317848639,1,False,NA,NA,0.42197802197802203
409,ICAM2_aLb2 complex,ICAM2,"['ITGB2', 'ITGAL']",Private,MNP,False,NA,NA,0.30396039603960395,True,"[10.1285183950506, 4.76710229557314]","[7.82221790238649e-13, 1.28565836060683e-08]","[1, 1]"
1402,CD52_SIGLEC10,CD52,SIGLEC10,NK cell,MNP,False,NA,NA,0.43415906127770537,True,2.5481361733241497,0.000781093057158028,1
922,TNFSF10_TNFRSF10D,TNFSF10,TNFRSF10D,Loop_of_Henle,Endothelium,False,NA,NA,0.20226969292389851,True,1.89074978806498,0.0173560788208196,1
1422,LTBR_LTB,LTBR,LTB,DC,CD8 T cell,False,NA,NA,0.13043478260869565,True,1.43943567105272,0.0402619482825343,1
820,TNFRSF10B_TNFSF10,TNFRSF10B,TNFSF10,MNP,CD8 T cell,True,2.2879426863802403,0.0497834188612391,1,False,NA,NA,0.2645161290322581
970,CXCL12_CXCR4,CXCL12,CXCR4,Mesangial_cells,Private,True,7.7426278931753885,1.18324783246116e-07,1,False,NA,NA,0.901980198019802
641,CCL5_CCR5,CCL5,CCR5,B cell,CD8 T cell,True,2.9274540433678995,0.000339714595575179,1,False,NA,NA,0.21935483870967745
712,TNF_TNFRSF1B,TNF,TNFRSF1B,Mast cell,Private,False,NA,NA,0.1153846153846154,True,6.01061393679651,1.97712117390567e-06,1
1013,EFNB2_EPHB1,EFNB2,EPHB1,Endothelium,DC,False,NA,NA,0.28105590062111796,True,2.68426729930083,0.005104360200199489,1
1172,CD55_ADGRE5,CD55,ADGRE5,Private,Private,False,NA,NA,0.3227722772277228,True,4.21690878715005,0.00312233850766636,1
1077,CD55_ADGRE5,CD55,ADGRE5,MNP,NK cell,False,NA,NA,0.7824175824175824,True,4.21690878715005,0.00312233850766636,1
588,HLA-F_LILRB2,HLA-F,LILRB2,NK cell,B cell,False,NA,NA,0.6988265971316818,True,9.652284919570539,2.2163431871823598e-10,1
657,CCL5_CCR5,CCL5,CCR5,NK cell,CD8 T cell,True,2.9274540433678995,0.000339714595575179,1,False,NA,NA,0.21935483870967745
